paper_id,entity,relation
e7816cb7c28f0fd8e752021d329a3c10875c9203,tumor,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,compliance,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,discussion,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,axillary adenopathy,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,anatomopathological results,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,syndrome,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,influenced,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,ultrasoundmammography,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,proton,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,patients,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,adenopathy,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,terms,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,decision,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,PPI,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,months,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,device,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,gastric cancer,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,CARE,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,level,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,localization,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,oral contraception,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,breast primary,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,BIRADS,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,poor literature,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,relationships,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,Conflicts,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,interest,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,female sex,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,authors,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,nipple,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,cases,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,Nehmeh WA,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,forms,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,organization,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,radiological,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,signet ring cells,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,emergencies,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,care team,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,diagnosis,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,strategies,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,GI,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,cells,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,transfusion,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,favor,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,pain,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,re-interviewed,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,injection,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,hope,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,pump,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,sacred,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,epigastric,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,mother,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,prognosis,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,oral,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,breast biopsy,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,nccn,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,breast node classified,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,metastatic forms,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,info,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,treat,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,bleeding,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,process,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,thanks,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,report,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,examinations,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,literature,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,Consent,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,epigastric sensitivity,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,breast Human subjects,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,specimens,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,radiological extension study,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,side effect,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,breast pain,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,describe,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,highest,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,self-palpation,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,Apodaca-Rueda M,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,Breast Health Global,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,infection,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,respiratory,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,work,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,stomach,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,metastatic site,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,financial relationships,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,advent,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,forgotten,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,gastric level,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,Thraux J,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,secondary,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,nodule,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,evaluate,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,colonic occlusion,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,clinical examinations,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,management,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,part,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,gastric region,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,occlusion,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,age,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,epigastralgia,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,figure,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,case presentation,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,immunohistochemical study,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,universal right,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,palliative chemotherapy,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,lobular type cancer,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,annual,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,nursing mother,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,Breast cancer,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,activities,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,motivating,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,means,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,medical,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,thraux,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,location,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,carcinoma,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,submitted work,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,situation,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,female,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,initiative,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,discovery,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,T1NxM1 A decision,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,endoscopic,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,diagnosed,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,impact,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,medicine,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,participants,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,breast cancer,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,ER,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,chemotherapy,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,birads,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,emergency,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,presentation,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,subject,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,medico-legal problems,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,Paymentservices info,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,followup,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,cancer,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,node,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,reminder,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,adenocarcinoma,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,new cases,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,latest national comprehensive cancer network nccn report breast cancer,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,breast cancer unrecognized,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,emergency situation must never allow systematic clinical examinations,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,retro nipple without axillary adenopathy whose ultrasoundmammography,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,report breast cancer,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,signet ring cells features figure confirmed,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,several new therapeutic means including immunotherapy 3,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,NCCN report breast,has_body
e7816cb7c28f0fd8e752021d329a3c10875c9203,treatment,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,classification,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,localization,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,history,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,consult,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,disease,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,cases,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,palpation,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,majority,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,hematemesis,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,examination,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,breast,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,diagnosis,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,sensitivity,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,case,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,days,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,condition,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,women,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,patient,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,health,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,episodes,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,immunohistochemistry,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,incidence,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,nodule,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,endoscopy,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,tumor,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,admission,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,epigastralgia,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,presentation,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,patients,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,problem,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,cancer,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,impacts,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,months,has_abstract
e7816cb7c28f0fd8e752021d329a3c10875c9203,woman,has_abstract
e01871778fa196a0886eae089dc352c5c41d856f,Deep,has_title
e01871778fa196a0886eae089dc352c5c41d856f,Learning,has_title
e01871778fa196a0886eae089dc352c5c41d856f,Stroke,has_title
e01871778fa196a0886eae089dc352c5c41d856f,Disease,has_title
e01871778fa196a0886eae089dc352c5c41d856f,Prediction,has_title
e01871778fa196a0886eae089dc352c5c41d856f,System,has_title
e01871778fa196a0886eae089dc352c5c41d856f,Time,has_title
e01871778fa196a0886eae089dc352c5c41d856f,Bio,has_title
e01871778fa196a0886eae089dc352c5c41d856f,Signals,has_title
e01871778fa196a0886eae089dc352c5c41d856f,disease,has_title
e01871778fa196a0886eae089dc352c5c41d856f,Deep Learning-Based Stroke Disease,has_title
e01871778fa196a0886eae089dc352c5c41d856f,Real-Time Bio Signals,has_title
e01871778fa196a0886eae089dc352c5c41d856f,Yoon-A Choi,has_title
e01871778fa196a0886eae089dc352c5c41d856f,Se-Jin Park,has_title
e01871778fa196a0886eae089dc352c5c41d856f,Jong-Arm Jun,has_title
e01871778fa196a0886eae089dc352c5c41d856f,Cheol-Sig Pyo,has_title
e01871778fa196a0886eae089dc352c5c41d856f,Kang-Hee Cho,has_title
e01871778fa196a0886eae089dc352c5c41d856f,Han-Sung Lee,has_title
e01871778fa196a0886eae089dc352c5c41d856f,Jae-Hak Yu,has_title
e01871778fa196a0886eae089dc352c5c41d856f,ischemic stroke,has_body
e01871778fa196a0886eae089dc352c5c41d856f,updates,has_body
e01871778fa196a0886eae089dc352c5c41d856f,classification,has_body
e01871778fa196a0886eae089dc352c5c41d856f,dependency,has_body
e01871778fa196a0886eae089dc352c5c41d856f,senior citizens,has_body
e01871778fa196a0886eae089dc352c5c41d856f,thighs,has_body
e01871778fa196a0886eae089dc352c5c41d856f,power values,has_body
e01871778fa196a0886eae089dc352c5c41d856f,basically shared,has_body
e01871778fa196a0886eae089dc352c5c41d856f,forest,has_body
e01871778fa196a0886eae089dc352c5c41d856f,well,has_body
e01871778fa196a0886eae089dc352c5c41d856f,attributes,has_body
e01871778fa196a0886eae089dc352c5c41d856f,early,has_body
e01871778fa196a0886eae089dc352c5c41d856f,covid,has_body
e01871778fa196a0886eae089dc352c5c41d856f,pri,has_body
e01871778fa196a0886eae089dc352c5c41d856f,medical professionals,has_body
e01871778fa196a0886eae089dc352c5c41d856f,electrical activities,has_body
e01871778fa196a0886eae089dc352c5c41d856f,rehabilitation,has_body
e01871778fa196a0886eae089dc352c5c41d856f,algorithms,has_body
e01871778fa196a0886eae089dc352c5c41d856f,sines,has_body
e01871778fa196a0886eae089dc352c5c41d856f,design,has_body
e01871778fa196a0886eae089dc352c5c41d856f,threshold,has_body
e01871778fa196a0886eae089dc352c5c41d856f,implementing,has_body
e01871778fa196a0886eae089dc352c5c41d856f,redefining,has_body
e01871778fa196a0886eae089dc352c5c41d856f,tree,has_body
e01871778fa196a0886eae089dc352c5c41d856f,cell,has_body
e01871778fa196a0886eae089dc352c5c41d856f,tension discomfort,has_body
e01871778fa196a0886eae089dc352c5c41d856f,AI,has_body
e01871778fa196a0886eae089dc352c5c41d856f,processes,has_body
e01871778fa196a0886eae089dc352c5c41d856f,sequences,has_body
e01871778fa196a0886eae089dc352c5c41d856f,discover,has_body
e01871778fa196a0886eae089dc352c5c41d856f,difficulty,has_body
e01871778fa196a0886eae089dc352c5c41d856f,correlated,has_body
e01871778fa196a0886eae089dc352c5c41d856f,Section,has_body
e01871778fa196a0886eae089dc352c5c41d856f,Gautam,has_body
e01871778fa196a0886eae089dc352c5c41d856f,raw values,has_body
e01871778fa196a0886eae089dc352c5c41d856f,clinical,has_body
e01871778fa196a0886eae089dc352c5c41d856f,EMR,has_body
e01871778fa196a0886eae089dc352c5c41d856f,Tables,has_body
e01871778fa196a0886eae089dc352c5c41d856f,cnnbidirectional,has_body
e01871778fa196a0886eae089dc352c5c41d856f,detection,has_body
e01871778fa196a0886eae089dc352c5c41d856f,rhythmic,has_body
e01871778fa196a0886eae089dc352c5c41d856f,detrended fluctuation analysis,has_body
e01871778fa196a0886eae089dc352c5c41d856f,from1,has_body
e01871778fa196a0886eae089dc352c5c41d856f,topography,has_body
e01871778fa196a0886eae089dc352c5c41d856f,CNN-LSTM,has_body
e01871778fa196a0886eae089dc352c5c41d856f,brain waves,has_body
e01871778fa196a0886eae089dc352c5c41d856f,axis,has_body
e01871778fa196a0886eae089dc352c5c41d856f,power,has_body
e01871778fa196a0886eae089dc352c5c41d856f,eml,has_body
e01871778fa196a0886eae089dc352c5c41d856f,limitations,has_body
e01871778fa196a0886eae089dc352c5c41d856f,showed0,has_body
e01871778fa196a0886eae089dc352c5c41d856f,directions,has_body
e01871778fa196a0886eae089dc352c5c41d856f,feature extraction,has_body
e01871778fa196a0886eae089dc352c5c41d856f,ischemic stroke disease,has_body
e01871778fa196a0886eae089dc352c5c41d856f,machine learning techniques,has_body
e01871778fa196a0886eae089dc352c5c41d856f,decision tree,has_body
e01871778fa196a0886eae089dc352c5c41d856f,background,has_body
e01871778fa196a0886eae089dc352c5c41d856f,long-term,has_body
e01871778fa196a0886eae089dc352c5c41d856f,collect,has_body
e01871778fa196a0886eae089dc352c5c41d856f,cost,has_body
e01871778fa196a0886eae089dc352c5c41d856f,treatment,has_body
e01871778fa196a0886eae089dc352c5c41d856f,incision,has_body
e01871778fa196a0886eae089dc352c5c41d856f,calculate,has_body
e01871778fa196a0886eae089dc352c5c41d856f,multilayer,has_body
e01871778fa196a0886eae089dc352c5c41d856f,showed4,has_body
e01871778fa196a0886eae089dc352c5c41d856f,biological,has_body
e01871778fa196a0886eae089dc352c5c41d856f,normal,has_body
e01871778fa196a0886eae089dc352c5c41d856f,skull thickness,has_body
e01871778fa196a0886eae089dc352c5c41d856f,values,has_body
e01871778fa196a0886eae089dc352c5c41d856f,classified,has_body
e01871778fa196a0886eae089dc352c5c41d856f,testing,has_body
e01871778fa196a0886eae089dc352c5c41d856f,meaning,has_body
e01871778fa196a0886eae089dc352c5c41d856f,paper,has_body
e01871778fa196a0886eae089dc352c5c41d856f,literature review,has_body
e01871778fa196a0886eae089dc352c5c41d856f,data values,has_body
e01871778fa196a0886eae089dc352c5c41d856f,disease,has_body
e01871778fa196a0886eae089dc352c5c41d856f,cause,has_body
e01871778fa196a0886eae089dc352c5c41d856f,cox,has_body
e01871778fa196a0886eae089dc352c5c41d856f,component,has_body
e01871778fa196a0886eae089dc352c5c41d856f,situations,has_body
e01871778fa196a0886eae089dc352c5c41d856f,machine learning,has_body
e01871778fa196a0886eae089dc352c5c41d856f,stored,has_body
e01871778fa196a0886eae089dc352c5c41d856f,analysis,has_body
e01871778fa196a0886eae089dc352c5c41d856f,services,has_body
e01871778fa196a0886eae089dc352c5c41d856f,people,has_body
e01871778fa196a0886eae089dc352c5c41d856f,Giri,has_body
e01871778fa196a0886eae089dc352c5c41d856f,program,has_body
e01871778fa196a0886eae089dc352c5c41d856f,sensitivity,has_body
e01871778fa196a0886eae089dc352c5c41d856f,mitigating,has_body
e01871778fa196a0886eae089dc352c5c41d856f,lowincome,has_body
e01871778fa196a0886eae089dc352c5c41d856f,potential,has_body
e01871778fa196a0886eae089dc352c5c41d856f,model,has_body
e01871778fa196a0886eae089dc352c5c41d856f,inverse,has_body
e01871778fa196a0886eae089dc352c5c41d856f,low-income earners,has_body
e01871778fa196a0886eae089dc352c5c41d856f,rahma,has_body
e01871778fa196a0886eae089dc352c5c41d856f,mean value,has_body
e01871778fa196a0886eae089dc352c5c41d856f,front,has_body
e01871778fa196a0886eae089dc352c5c41d856f,learning ability,has_body
e01871778fa196a0886eae089dc352c5c41d856f,data points,has_body
e01871778fa196a0886eae089dc352c5c41d856f,physiological,has_body
e01871778fa196a0886eae089dc352c5c41d856f,higher,has_body
e01871778fa196a0886eae089dc352c5c41d856f,experimental accuracy,has_body
e01871778fa196a0886eae089dc352c5c41d856f,EML,has_body
e01871778fa196a0886eae089dc352c5c41d856f,yaxis,has_body
e01871778fa196a0886eae089dc352c5c41d856f,outside,has_body
e01871778fa196a0886eae089dc352c5c41d856f,learned,has_body
e01871778fa196a0886eae089dc352c5c41d856f,X-ray ECG,has_body
e01871778fa196a0886eae089dc352c5c41d856f,ratios,has_body
e01871778fa196a0886eae089dc352c5c41d856f,emergency room,has_body
e01871778fa196a0886eae089dc352c5c41d856f,technology,has_body
e01871778fa196a0886eae089dc352c5c41d856f,comparison,has_body
e01871778fa196a0886eae089dc352c5c41d856f,Stroke disease,has_body
e01871778fa196a0886eae089dc352c5c41d856f,regression,has_body
e01871778fa196a0886eae089dc352c5c41d856f,cumbersome process,has_body
e01871778fa196a0886eae089dc352c5c41d856f,earners,has_body
e01871778fa196a0886eae089dc352c5c41d856f,comparative experiments,has_body
e01871778fa196a0886eae089dc352c5c41d856f,brain wave,has_body
e01871778fa196a0886eae089dc352c5c41d856f,deltatheta,has_body
e01871778fa196a0886eae089dc352c5c41d856f,control data,has_body
e01871778fa196a0886eae089dc352c5c41d856f,Power ratio index,has_body
e01871778fa196a0886eae089dc352c5c41d856f,Table,has_body
e01871778fa196a0886eae089dc352c5c41d856f,alpha,has_body
e01871778fa196a0886eae089dc352c5c41d856f,varelas,has_body
e01871778fa196a0886eae089dc352c5c41d856f,history,has_body
e01871778fa196a0886eae089dc352c5c41d856f,listed,has_body
e01871778fa196a0886eae089dc352c5c41d856f,aged,has_body
e01871778fa196a0886eae089dc352c5c41d856f,pattern,has_body
e01871778fa196a0886eae089dc352c5c41d856f,Intel,has_body
e01871778fa196a0886eae089dc352c5c41d856f,reverse inference,has_body
e01871778fa196a0886eae089dc352c5c41d856f,generalizable stroke,has_body
e01871778fa196a0886eae089dc352c5c41d856f,logistic regression model,has_body
e01871778fa196a0886eae089dc352c5c41d856f,standard deviation,has_body
e01871778fa196a0886eae089dc352c5c41d856f,collects,has_body
e01871778fa196a0886eae089dc352c5c41d856f,psd,has_body
e01871778fa196a0886eae089dc352c5c41d856f,cortex,has_body
e01871778fa196a0886eae089dc352c5c41d856f,fractal,has_body
e01871778fa196a0886eae089dc352c5c41d856f,gamma,has_body
e01871778fa196a0886eae089dc352c5c41d856f,adds,has_body
e01871778fa196a0886eae089dc352c5c41d856f,multiple subjects,has_body
e01871778fa196a0886eae089dc352c5c41d856f,structures,has_body
e01871778fa196a0886eae089dc352c5c41d856f,condition,has_body
e01871778fa196a0886eae089dc352c5c41d856f,frequency,has_body
e01871778fa196a0886eae089dc352c5c41d856f,proposedlayer,has_body
e01871778fa196a0886eae089dc352c5c41d856f,signal,has_body
e01871778fa196a0886eae089dc352c5c41d856f,scans,has_body
e01871778fa196a0886eae089dc352c5c41d856f,range,has_body
e01871778fa196a0886eae089dc352c5c41d856f,elm,has_body
e01871778fa196a0886eae089dc352c5c41d856f,Figure,has_body
e01871778fa196a0886eae089dc352c5c41d856f,incidence,has_body
e01871778fa196a0886eae089dc352c5c41d856f,systems,has_body
e01871778fa196a0886eae089dc352c5c41d856f,clinical setting,has_body
e01871778fa196a0886eae089dc352c5c41d856f,specificity,has_body
e01871778fa196a0886eae089dc352c5c41d856f,prepares,has_body
e01871778fa196a0886eae089dc352c5c41d856f,seniors,has_body
e01871778fa196a0886eae089dc352c5c41d856f,expressing,has_body
e01871778fa196a0886eae089dc352c5c41d856f,input value,has_body
e01871778fa196a0886eae089dc352c5c41d856f,shortcomings,has_body
e01871778fa196a0886eae089dc352c5c41d856f,walking situations,has_body
e01871778fa196a0886eae089dc352c5c41d856f,measurement,has_body
e01871778fa196a0886eae089dc352c5c41d856f,seconds,has_body
e01871778fa196a0886eae089dc352c5c41d856f,protocol,has_body
e01871778fa196a0886eae089dc352c5c41d856f,eog,has_body
e01871778fa196a0886eae089dc352c5c41d856f,system,has_body
e01871778fa196a0886eae089dc352c5c41d856f,induced,has_body
e01871778fa196a0886eae089dc352c5c41d856f,lastminute,has_body
e01871778fa196a0886eae089dc352c5c41d856f,costs,has_body
e01871778fa196a0886eae089dc352c5c41d856f,simultaneously,has_body
e01871778fa196a0886eae089dc352c5c41d856f,bilstm,has_body
e01871778fa196a0886eae089dc352c5c41d856f,Tables-8,has_body
e01871778fa196a0886eae089dc352c5c41d856f,support,has_body
e01871778fa196a0886eae089dc352c5c41d856f,exposure,has_body
e01871778fa196a0886eae089dc352c5c41d856f,athens,has_body
e01871778fa196a0886eae089dc352c5c41d856f,densenet,has_body
e01871778fa196a0886eae089dc352c5c41d856f,baseline models,has_body
e01871778fa196a0886eae089dc352c5c41d856f,tests,has_body
e01871778fa196a0886eae089dc352c5c41d856f,mild stroke,has_body
e01871778fa196a0886eae089dc352c5c41d856f,machine learning methods,has_body
e01871778fa196a0886eae089dc352c5c41d856f,neural,has_body
e01871778fa196a0886eae089dc352c5c41d856f,comfort,has_body
e01871778fa196a0886eae089dc352c5c41d856f,delivers,has_body
e01871778fa196a0886eae089dc352c5c41d856f,false negative ratio,has_body
e01871778fa196a0886eae089dc352c5c41d856f,alphabeta,has_body
e01871778fa196a0886eae089dc352c5c41d856f,brain blood vessels,has_body
e01871778fa196a0886eae089dc352c5c41d856f,hyperparameters,has_body
e01871778fa196a0886eae089dc352c5c41d856f,electroencephalography EEG electrocardiography,has_body
e01871778fa196a0886eae089dc352c5c41d856f,learn,has_body
e01871778fa196a0886eae089dc352c5c41d856f,DAR,has_body
e01871778fa196a0886eae089dc352c5c41d856f,world,has_body
e01871778fa196a0886eae089dc352c5c41d856f,Sensitivity,has_body
e01871778fa196a0886eae089dc352c5c41d856f,deep learning-based studies,has_body
e01871778fa196a0886eae089dc352c5c41d856f,cardiovascular disease,has_body
e01871778fa196a0886eae089dc352c5c41d856f,walking protocol,has_body
e01871778fa196a0886eae089dc352c5c41d856f,CT analysis,has_body
e01871778fa196a0886eae089dc352c5c41d856f,degrees,has_body
e01871778fa196a0886eae089dc352c5c41d856f,radiation,has_body
e01871778fa196a0886eae089dc352c5c41d856f,last-minute pattern,has_body
e01871778fa196a0886eae089dc352c5c41d856f,blood tests,has_body
e01871778fa196a0886eae089dc352c5c41d856f,normalization,has_body
e01871778fa196a0886eae089dc352c5c41d856f,entered,has_body
e01871778fa196a0886eae089dc352c5c41d856f,complex,has_body
e01871778fa196a0886eae089dc352c5c41d856f,sleep states,has_body
e01871778fa196a0886eae089dc352c5c41d856f,predictive experiments,has_body
e01871778fa196a0886eae089dc352c5c41d856f,health,has_body
e01871778fa196a0886eae089dc352c5c41d856f,positive,has_body
